codigo,turno,data/hora,tipo
202500495,Tarde,2025-03-26 17:11:04,Entrada
202500462,Tarde,2025-03-26 17:15:31,Entrada
202500418,Tarde,2025-03-26 17:19:15,Entrada
202500457,Tarde,2025-03-26 17:19:19,Saída
202500456,Tarde,2025-03-26 17:20:24,Saída
202500470,Tarde,2025-03-26 17:27:52,Entrada
202500424,Tarde,2025-03-26 17:28:09,Entrada
202500436,Tarde,2025-03-26 17:33:07,Entrada
202500437,Tarde,2025-03-26 17:35:51,Entrada
202500438,Tarde,2025-03-26 17:37:08,Entrada
202500494,Tarde,2025-03-26 17:39:32,Saída
202500441,Tarde,2025-03-26 17:47:02,Entrada
202500379,Tarde,2025-03-26 17:59:13,Entrada
202500380,Tarde,2025-03-26 17:59:15,Entrada
202500407,Tarde,2025-03-26 17:59:16,Entrada
202500483,Tarde,2025-03-26 17:59:17,Saída
202500427,Tarde,2025-03-26 17:59:31,Entrada
202500406,Tarde,2025-03-26 18:00:02,Saída
202500408,Tarde,2025-03-26 18:00:07,Entrada
202500444,Tarde,2025-03-26 18:00:13,Saída
202500383,Tarde,2025-03-26 18:00:19,Entrada
202500391,Tarde,2025-03-26 18:00:27,Saída
202500481,Tarde,2025-03-26 18:00:46,Saída
202500504,Tarde,2025-03-26 18:00:49,Entrada
202500412,Tarde,2025-03-26 18:00:58,Entrada
202500505,Tarde,2025-03-26 18:00:59,Saída
202500400,Tarde,2025-03-26 18:01:00,Saída
202500502,Tarde,2025-03-26 18:01:02,Entrada
202500398,Tarde,2025-03-26 18:01:02,Entrada
202500392,Tarde,2025-03-26 18:01:06,Entrada
202500388,Tarde,2025-03-26 18:01:08,Entrada
202500382,Tarde,2025-03-26 18:01:09,Saída
202500404,Tarde,2025-03-26 18:01:10,Entrada
202500401,Tarde,2025-03-26 18:01:11,Entrada
202500395,Tarde,2025-03-26 18:01:13,Entrada
202500386,Tarde,2025-03-26 18:01:14,Entrada
202500415,Tarde,2025-03-26 18:01:24,Entrada
202500435,Tarde,2025-03-26 18:01:31,Saída
202500434,Tarde,2025-03-26 18:01:32,Saída
202500393,Tarde,2025-03-26 18:03:34,Entrada
202500394,Tarde,2025-03-26 18:03:37,Entrada
202500482,Tarde,2025-03-26 18:05:35,Entrada
202500404,Tarde,2025-03-26 12:50:04,Saída
202500504,Tarde,2025-03-26 12:50:07,Saída
202500481,Tarde,2025-03-26 12:50:12,Entrada
202500505,Tarde,2025-03-26 12:50:13,Entrada
202500382,Tarde,2025-03-26 12:50:15,Entrada
202500463,Tarde,2025-03-26 12:50:19,Saída
202500395,Tarde,2025-03-26 12:50:21,Saída
202500408,Tarde,2025-03-26 12:50:37,Saída
202500384,Tarde,2025-03-26 12:51:41,Entrada
202500427,Tarde,2025-03-26 12:52:10,Saída
202500444,Tarde,2025-03-26 12:52:13,Entrada
202500406,Tarde,2025-03-26 12:52:16,Entrada
202500421,Tarde,2025-03-26 12:52:18,Saída
202500383,Tarde,2025-03-26 12:52:21,Saída
202500455,Tarde,2025-03-26 12:52:23,Saída
202500438,Tarde,2025-03-26 12:52:25,Saída
202500380,Tarde,2025-03-26 12:52:54,Saída
202500401,Tarde,2025-03-26 12:53:15,Saída
202500379,Tarde,2025-03-26 12:53:20,Saída
202500394,Tarde,2025-03-26 12:54:20,Saída
202500398,Tarde,2025-03-26 13:01:06,Saída
202500424,Tarde,2025-03-26 13:03:39,Saída
202500386,Tarde,2025-03-26 13:06:48,Saída
202500400,Tarde,2025-03-26 13:06:51,Entrada
202500389,Tarde,2025-03-26 13:06:52,Saída
202500437,Tarde,2025-03-26 13:08:22,Saída
202500452,Tarde,2025-03-26 13:12:01,Saída
202500393,Tarde,2025-03-26 13:13:47,Saída
202500439,Tarde,2025-03-26 13:13:56,Entrada
202500434,Tarde,2025-03-26 13:14:37,Entrada
202500497,Tarde,2025-03-26 13:16:33,Saída
202500476,Tarde,2025-03-26 13:16:46,Saída
202500470,Tarde,2025-03-26 13:16:55,Saída
202500447,Tarde,2025-03-26 13:17:32,Entrada
202500466,Tarde,2025-03-26 13:17:38,Saída
202500467,Tarde,2025-03-26 13:17:52,Saída
202500409,Tarde,2025-03-26 13:17:54,Entrada
202500449,Tarde,2025-03-26 13:18:58,Entrada
202500498,Tarde,2025-03-26 13:19:12,Saída
202500431,Tarde,2025-03-26 13:21:00,Entrada
202500443,Tarde,2025-03-26 13:21:50,Saída
202500407,Tarde,2025-03-26 13:29:55,Saída
202500477,Tarde,2025-03-26 13:33:27,Entrada
202500453,Tarde,2025-03-26 13:33:33,Saída
202500391,Tarde,2025-03-26 13:36:00,Entrada
202500482,Tarde,2025-03-26 13:38:28,Saída
202500462,Tarde,2025-03-26 13:38:43,Saída
202500480,Tarde,2025-03-26 14:00:20,Saída
202500508,Tarde,2025-03-26 15:52:58,Entrada
202500432,Tarde,2025-03-26 15:53:01,Entrada
202500399,Tarde,2025-03-26 16:04:19,Entrada
202500424,Tarde,2025-03-26 16:31:06,Entrada
202500498,Tarde,2025-03-26 17:42:32,Entrada
202500455,Tarde,2025-03-26 17:58:14,Entrada
202500452,Tarde,2025-03-26 17:58:16,Entrada
202500453,Tarde,2025-03-26 17:58:18,Entrada
202500427,Tarde,2025-03-26 17:58:35,Entrada
202500444,Tarde,2025-03-26 17:58:57,Saída
202500438,Tarde,2025-03-26 17:58:59,Entrada
202500443,Tarde,2025-03-26 17:59:00,Entrada
202500437,Tarde,2025-03-26 17:59:03,Entrada
202500439,Tarde,2025-03-26 17:59:05,Saída
202500441,Tarde,2025-03-26 17:59:09,Saída
202500404,Tarde,2025-03-26 17:59:10,Entrada
202500398,Tarde,2025-03-26 17:59:12,Entrada
202500481,Tarde,2025-03-26 17:59:13,Saída
202500508,Tarde,2025-03-26 17:59:26,Saída
202500395,Tarde,2025-03-26 17:59:32,Entrada
202500401,Tarde,2025-03-26 17:59:35,Entrada
202500384,Tarde,2025-03-26 17:59:38,Saída
202500386,Tarde,2025-03-26 17:59:41,Entrada
202500480,Tarde,2025-03-26 17:59:48,Entrada
202500432,Tarde,2025-03-26 17:59:49,Saída
202500431,Tarde,2025-03-26 17:59:50,Saída
202500391,Tarde,2025-03-26 17:59:51,Saída
202500482,Tarde,2025-03-26 17:59:52,Entrada
202500462,Tarde,2025-03-26 17:59:57,Entrada
202500467,Tarde,2025-03-26 17:59:59,Entrada
202500466,Tarde,2025-03-26 18:00:03,Entrada
202500434,Tarde,2025-03-26 18:00:25,Saída
202500483,Tarde,2025-03-26 18:00:31,Entrada
202500392,Tarde,2025-03-26 18:00:32,Saída
202500389,Tarde,2025-03-26 18:00:33,Entrada
202500429,Tarde,2025-03-26 18:00:49,Entrada
202500408,Tarde,2025-03-26 18:00:56,Entrada
202500380,Tarde,2025-03-26 18:01:03,Entrada
202500379,Tarde,2025-03-26 18:01:05,Entrada
202500415,Tarde,2025-03-26 18:01:10,Saída
202500382,Tarde,2025-03-26 18:01:12,Saída
202500505,Tarde,2025-03-26 18:01:28,Saída
202500470,Tarde,2025-03-26 18:01:32,Entrada
202500406,Tarde,2025-03-26 18:01:58,Saída
202500504,Tarde,2025-03-26 18:02:12,Entrada
202500383,Tarde,2025-03-26 18:02:13,Entrada
202500477,Tarde,2025-03-26 18:02:40,Saída
202500400,Tarde,2025-03-26 18:05:38,Saída
202500447,Tarde,2025-03-26 18:06:27,Saída
202500393,Tarde,2025-03-26 18:11:11,Entrada
202500394,Tarde,2025-03-26 18:11:13,Entrada
